id_cliente,edad,ingreso_mensual,default,monto_credito_solicitado,antiguedad_laboral_meses,relacion_deuda_ingreso,num_moras_historicas,nombre,score_interno,tipo_contrato,ciudad,fecha_desembolso,genero
CLI-00022,31.0,1272000.0,0,1980000.0,65.0,0.389,1,Ana Garcia,578.0,,Bogota,2021-03-03,m
CLI-00403,47.0,1842000.0,0,8160000.0,19.0,0.464,0,Valentina Torres,695.0,Indefinido,CALI,22-Mar-2024,
CLI-00084,34.0,1160000.0,0,5240000.0,19.0,0.857,0,Diego Diaz,657.0,N/A,bogota,2021/08/31,f
CLI-00131,34.0,4437000.0,0,940000.0,55.0,0.295,2,Daniela Lopez,983.0,Indefinido,Bogota,16/01/2022,F
CLI-00450,42.0,,0,2720000.0,53.0,0.264,0,Daniela Ramirez,448.0,N/A,,06/08/2024,m
CLI-00486,36.0,2720000.0,0,3780000.0,121.0,0.504,0,Daniela Gonzalez,452.0,,bogota,20/11/2024,Femenino
CLI-00330,32.0,$521.000,1,4020000.0,33.0,0.438,2,Miguel Hernandez,552.0,Fijo,bogota,21/08/2023,m
CLI-00230,35.0,1133000.0,0,9690000.0,53.0,0.481,2,Maria Martinez,489.0,N/A,medellin,02/11/2022,Femenino
CLI-00499,18.0,$2.117.000,0,1870000.0,10.0,0.319,0,Natalia Castro,545.0,Independiente,CALI,2024/12/28,
CLI-00287,41.0,2027000.0,1,2850000.0,32.0,0.183,1,Sofia Ramirez,562.0,indefinido,MEDELLIN,2023-04-17,F
CLI-00124,53.0,1454000,0,7650000.0,14.0,0.438,0,Maria Ortiz,531.0,Fijo,Envigado,2021/12/26,F
CLI-00034,29.0,2486000.0,0,3460000.0,3.0,0.349,0,Camila Castro,502.0,indefinido,Itagui,2021/04/07,f
CLI-00478,25.0,1613000.0,0,1770000.0,2.0,0.631,0,Paula Perez,591.0,Indefinido,bogota,27-Oct-2024,M
CLI-00005,18.0,450000.0,0,2600000.0,44.0,0.308,1,Paula Rodriguez,581.0,N/A,CALI,12/01/2021,Masculino
CLI-00412,18.0,2418000.0,0,7860000.0,20.0,0.318,0,Maria Garcia,549.0,Prestacion de servicios,medellin,2024-04-17,m
CLI-00020,37.0,,1,4810000.0,39.0,0.34,2,Santiago Rodriguez,620.0,Prestacion de servicios,medellin,25/02/2021,M
CLI-00220,30.0,1189000.0,0,3.920.000,84.0,0.479,0,Diego Perez,508.0,indefinido,bogota,03/10/2022,f
CLI-00380,33.0,1955000.0,0,2500000.0,164.0,0.358,2,Santiago Garcia,769.0,fijo,Bucaramanga,14/01/2024,Femenino
CLI-00337,31.0,1684000.0,0,3170000.0,5.0,0.46,0,Miguel Gonzalez,746.0,fijo,CALI,2023/09/11,
CLI-00420,999.0,774000.0,0,3130000.0,137.0,0.27,0,Jorge Vargas,754.0,Prestacion de servicios,medellin,10/05/2024,f
CLI-00357,41.0,2346000.0,1,3200000.0,12.0,0.32,0,Isabella Martinez,517.0,N/A,Pereira,2023-11-08,f
CLI-00150,40.0,,0,2060000.0,27.0,0.132,1,Maria Ramirez,507.0,Indefinido,Pereira,12/03/2022,F
CLI-00225,39.0,1250000.0,1,1760000.0,14.0,0.652,0,Luis Diaz,586.0,indefinido,medellin,18/10/2022,Femenino
CLI-00248,58.0,2567000.0,0,4170000.0,76.0,0.206,0,Ana Hernandez,707.0,Indefinido,CALI,24-Dec-2022,Masculino
CLI-00447,50.0,2345000.0,0,3360000.0,48.0,0.358,0,Sofia Gonzalez,437.0,Fijo,MEDELLIN,2024-07-28,m
CLI-00152,27.0,1817000.0,0,11750000.0,126.0,0.299,1,Juan Rodriguez,693.0,Fijo,Barranquilla,2022-03-18,Masculino
CLI-00485,37.0,2391000.0,0,4790000.0,33.0,0.304,0,Valentina Gonzalez,603.0,Fijo,medellin,17/11/2024,
CLI-00318,30.0,2240000.0,0,3490000.0,6.0,0.187,0,  ANA CASTRO  ,707.0,N/A,,17-Jul-2023,Femenino
CLI-00292,40.0,1061000.0,0,3120000.0,44.0,0.232,2,Juan Martinez,551.0,Prestacion de servicios,Cali,2023-05-02,f
CLI-00234,51.0,1805000.0,0,2510000.0,8.0,0.24,1,Camila Ramirez,531.0,Independiente,,2022/11/13,
CLI-00011,48.0,908000.0,0,3470000.0,20.0,0.426,0,Paula Lopez,590.0,indefinido,Cali,30/01/2021,f
CLI-00280,41.0,1034000.0,0,3970000.0,11.0,0.409,1,Ana Vargas,692.0,fijo,Bucaramanga,28/03/2023,Masculino
CLI-00072,26.0,1916000.0,0,2620000.0,19.0,0.373,0,Carlos Hernandez,622.0,,Barranquilla,2021-07-27,
CLI-00253,57.0,1194000.0,1,2120000.0,13.0,0.431,2,Valentina Ortiz,636.0,Independiente,bogota,08-Jan-2023,f
CLI-00093,33.0,4929000.0,0,3310000.0,75.0,0.369,1,Juan Torres,683.0,Indefinido,Pereira,27-Sep-2021,f
CLI-00484,44.0,2864000.0,0,5050000.0,80.0,0.291,1,Juan Torres,888.0,,Bucaramanga,2024/11/14,m
CLI-00350,54.0,3219000.0,0,2080000.0,85.0,0.479,1,Jorge Hernandez,576.0,Prestacion de servicios,Barranquilla,19/10/2023,F
CLI-00416,40.0,3537000.0,0,2170000.0,33.0,,0,Santiago Gomez,596.0,Indefinido,CALI,29/04/2024,m
CLI-00375,44.0,770000.0,0,2110000.0,43.0,,0,Sofia Perez,425.0,,MEDELLIN,31/12/2023,M
CLI-00401,36.0,2409000.0,0,5560000.0,31.0,0.214,0,Ana Torres,433.0,Prestacion de servicios,bogota,16/03/2024,M
CLI-00193,34.0,3192000.0,1,4600000.0,17.0,,0,Carlos Diaz,741.0,Indefinido,Bucaramanga,16-Jul-2022,Masculino
CLI-00258,34.0,3040000.0,0,21550000.0,85.0,0.031,1,Carlos Castro,539.0,Independiente,Bogota,22-Jan-2023,M
CLI-00489,29.0,1704000.0,0,3040000.0,127.0,0.147,0,Daniela Rodriguez,722.0,N/A,Medellin,2024/11/28,Masculino
CLI-00340,45.0,1676000.0,0,4590000.0,132.0,0.236,2,Valentina Lopez,724.0,Prestacion de servicios,,19/09/2023,
CLI-00496,48.0,2365000.0,0,2050000.0,50.0,0.454,1,Carlos Lopez,676.0,Independiente,Pereira,19/12/2024,m
CLI-00196,28.0,1341000,0,4670000.0,39.0,0.519,1,Isabella Munoz,640.0,,medellin,25/07/2022,
CLI-00344,43.0,1892000.0,0,2640000.0,13.0,0.161,0,Luis Perez,372.0,Fijo,CALI,2023/10/01,m
CLI-00138,47.0,1136000.0,0,2630000.0,8.0,0.555,0,Maria Ramirez,593.0,indefinido,MEDELLIN,05-Feb-2022,Femenino
CLI-00261,35.0,3704000.0,0,1840000.0,24.0,0.785,2,Paula Garcia,724.0,indefinido,Barranquilla,31/01/2023,f
CLI-00039,29.0,599000.0,1,1560000.0,117.0,0.3,0,Isabella Perez,717.0,Fijo,MEDELLIN,2021/04/22,Femenino
CLI-00202,53.0,1754000.0,0,3.730.000,2.0,0.322,1,Valentina Torres,773.0,Independiente,,2022-08-12,M
CLI-00473,35.0,2217000.0,0,2490000.0,51.0,0.306,0,Valentina Rodriguez,623.0,N/A,Barranquilla,13-Oct-2024,Femenino
CLI-00291,35.0,1365000.0,0,3330000.0,,0.564,0,Felipe Diaz,300.0,Prestacion de servicios,bogota,29/04/2023,F
CLI-00449,50.0,2401000.0,0,4410000.0,34.0,0.261,0,Camila Vargas,486.0,N/A,MEDELLIN,2024/08/03,M
CLI-00190,56.0,1603000.0,1,2970000.0,30.0,0.631,2,Carlos Gomez,584.0,fijo,Bucaramanga,07/07/2022,f
CLI-00252,42.0,1707000.0,0,2120000.0,64.0,0.674,0,Jorge Garcia,609.0,Independiente,Pereira,2023-01-05,
CLI-00113,31.0,973000.0,0,4480000.0,5.0,0.48,0,Isabella Gonzalez,562.0,Independiente,,24-Nov-2021,Masculino
CLI-00438,26.0,1898000.0,0,13.260.000,71.0,0.337,0,Daniela Lopez,674.0,Independiente,Cali,02-Jul-2024,m
CLI-00184,50.0,1528000.0,0,5110000.0,25.0,0.184,1,Diego Lopez,393.0,Fijo,Pereira,2022/06/20,f
CLI-00153,20.0,4565000.0,0,8160000.0,57.0,0.393,0,Camila Perez,734.0,Prestacion de servicios,Bucaramanga,21-Mar-2022,
CLI-00313,57.0,2250000.0,0,2360000.0,11.0,0.479,0,David Lopez,360.0,,MEDELLIN,02-Jul-2023,
CLI-00326,46.0,2012000.0,0,3420000.0,17.0,0.352,1,Jorge Ramirez,691.0,indefinido,Pereira,09/08/2023,f
CLI-00192,36.0,1753000.0,0,990000.0,69.0,0.585,1,David Rodriguez,703.0,fijo,Barranquilla,2022-07-13,f
CLI-00045,39.0,1747000.0,0,2580000.0,53.0,0.427,2,Camila Perez,570.0,indefinido,medellin,09/05/2021,F
CLI-00445,34.0,2291000.0,0,6880000.0,,0.131,0,Andres Rodriguez,732.0,Indefinido,bogota,23/07/2024,
CLI-00276,,2194000.0,0,1540000.0,17.0,0.564,0,Andres Garcia,856.0,N/A,Pereira,16/03/2023,
CLI-00007,39.0,6651000.0,0,3300000.0,32.0,0.382,1,Maria Gomez,791.0,Indefinido,bogota,2021-01-18,
CLI-00251,34.0,1994000.0,0,2740000.0,39.0,0.593,2,Andres Ortiz,634.0,fijo,bogota,02/01/2023,f
CLI-00312,43.0,1485000.0,0,5880000.0,56.0,0.504,1,Sofia Munoz,603.0,,Cali,2023-06-29,Femenino
CLI-00076,46.0,,0,7030000.0,32.0,0.371,2,Juan Ramirez,520.0,Prestacion de servicios,medellin,08/08/2021,F
CLI-00001,41.0,3921000 COP,0,6830000.0,15.0,0.488,2,Ana Gomez,704.0,Indefinido,Bucaramanga,01/01/2021,
CLI-00429,23.0,1765000.0,0,1860000.0,26.0,0.485,0,Santiago Ortiz,,Prestacion de servicios,medellin,2024/06/06,
CLI-00392,39.0,1500000.0,0,3690000.0,4.0,0.862,0,Luis Lopez,508.0,fijo,medellin,2024-02-19,f
CLI-00384,24.0,1104000.0,0,2820000.0,8.0,0.332,1,Juan Vargas,456.0,N/A,Cali,2024/01/26,Masculino
CLI-00433,37.0,3551000.0,0,3.180.000,111.0,0.448,1,Jorge Torres,786.0,Prestacion de servicios,Bucaramanga,17-Jun-2024,M
CLI-00069,47.0,2608000.0,0,8150000.0,67.0,0.343,1,Ana Perez,670.0,Fijo,Itagui,2021/07/18,Femenino
CLI-00487,29.0,983000.0,0,2900000.0,60.0,0.392,2,Santiago Perez,548.0,fijo,Barranquilla,2024-11-22,
CLI-00168,42.0,2523000.0,0,3370000.0,44.0,0.448,0,Santiago Gomez,593.0,Independiente,CALI,04-May-2022,Masculino
CLI-00393,33.0,,0,5790000.0,10.0,0.283,1,Luis Gonzalez,487.0,Fijo,Cali,21-Feb-2024,Femenino
CLI-00219,36.0,1664000.0,0,3780000.0,38.0,0.201,0,Luis Ramirez,656.0,,Envigado,2022/09/30,f
CLI-00043,31.0,2244000.0,0,1750000.0,3.0,0.23,1,,647.0,Independiente,Barranquilla,03-May-2021,
CLI-00367,30.0,1013000.0,0,9390000.0,21.0,0.457,0,Felipe Vargas,557.0,N/A,bogota,2023-12-07,
CLI-00346,18.0,2380000.0,0,7470000.0,43.0,0.132,2,Luis Vargas,644.0,Indefinido,bogota,07/10/2023,F
CLI-00073,28.0,2260000.0,0,3720000.0,24.0,0.286,2,Felipe Torres,720.0,Independiente,Barranquilla,30-Jul-2021,f
CLI-00024,,1802000,0,2250000.0,25.0,0.437,1,Diego Castro,685.0,Indefinido,Medellin,2021/03/09,M
CLI-00399,44.0,2519000.0,0,2500000.0,22.0,0.265,0,Ana Castro,528.0,N/A,Envigado,2024/03/10,
CLI-00186,55.0,1560000.0,0,16600000.0,20.0,0.419,0,Diego Hernandez,535.0,indefinido,Itagui,26/06/2022,M
CLI-00349,21.0,1392000.0,0,5920000.0,54.0,0.593,0,Santiago Diaz,763.0,Indefinido,Pereira,2023/10/16,
CLI-00104,46.0,1449000.0,0,5490000.0,45.0,0.549,2,Luis Perez,569.0,,,2021/10/29,
CLI-00408,47.0,1047000.0,0,1660000.0,16.0,0.219,2,Valentina Ortiz,342.0,fijo,Pereira,05-Apr-2024,f
CLI-00212,23.0,2816000.0,0,12660000.0,64.0,0.536,0,Santiago Lopez,526.0,Independiente,CALI,2022-09-10,Masculino
CLI-00068,33.0,1431000.0,0,4910000.0,92.0,0.439,3,Maria Ortiz,531.0,Fijo,Medellin,16-Jul-2021,
CLI-00425,28.0,1825000.0,1,3910000.0,29.0,0.561,2,Paula Castro,500.0,,Bogota,25-May-2024,F
CLI-00026,34.0,1589000.0,1,1450000.0,23.0,0.355,2,Jorge Diaz,710.0,indefinido,Bucaramanga,15/03/2021,M
CLI-00197,45.0,621000.0,0,7380000.0,7.0,0.29,2,Carlos Munoz,608.0,N/A,,2022-07-28,F
CLI-00176,40.0,2361000.0,0,4630000.0,71.0,0.43,1,Camila Hernandez,590.0,Independiente,Cali,28/05/2022,M
